epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,538.561,0.19238,0.41542,0.93267,0.95999,0.976,0.98754,0.98453,0.17356,0.23844,0.59537,0.000557,0.000557,0.000557
58,548.076,0.20157,0.43275,0.93734,0.96769,0.95642,0.9827,0.97683,0.18264,0.23452,0.60569,0.000544625,0.000544625,0.000544625
59,558.076,0.20221,0.42,0.92764,0.74836,0.85569,0.89348,0.88923,0.17072,0.72486,0.59974,0.00053225,0.00053225,0.00053225
60,567.816,0.20429,0.4247,0.93068,0.85233,0.93644,0.95098,0.94604,0.17753,0.40515,0.59934,0.000519875,0.000519875,0.000519875
61,577.055,0.19674,0.42181,0.93612,0.9437,0.95263,0.96783,0.96386,0.17025,0.28944,0.59143,0.0005075,0.0005075,0.0005075
62,586.279,0.19144,0.40288,0.92794,0.96159,0.97864,0.9888,0.98423,0.21215,0.21764,0.62122,0.000495125,0.000495125,0.000495125
63,596.264,0.19207,0.40083,0.92028,0.96297,0.9152,0.98112,0.98055,0.14998,0.22457,0.57043,0.00048275,0.00048275,0.00048275
64,605.603,0.18591,0.37877,0.92218,0.97156,0.9737,0.99111,0.98956,0.16896,0.21812,0.59286,0.000470375,0.000470375,0.000470375
65,614.804,0.18048,0.40166,0.92076,0.93041,0.93682,0.96684,0.96471,0.19169,0.3115,0.60722,0.000458,0.000458,0.000458
66,624.147,0.18034,0.40193,0.92392,0.87694,0.91971,0.95116,0.94848,0.14453,0.31757,0.56175,0.000445625,0.000445625,0.000445625
67,633.276,0.1837,0.38382,0.92157,0.93933,0.95693,0.99015,0.98689,0.15412,0.27624,0.56747,0.00043325,0.00043325,0.00043325
68,642.458,0.17434,0.37635,0.92312,0.89064,0.93053,0.95595,0.95447,0.22477,0.31388,0.63254,0.000420875,0.000420875,0.000420875
69,651.577,0.17714,0.40076,0.92112,0.98824,0.92938,0.98966,0.98789,0.21139,0.21917,0.62862,0.0004085,0.0004085,0.0004085
70,660.709,0.18056,0.35024,0.92302,0.86284,0.95517,0.97607,0.97607,0.13726,0.27778,0.55283,0.000396125,0.000396125,0.000396125
71,669.883,0.18233,0.38439,0.92451,0.92705,0.96299,0.9828,0.98194,0.14505,0.23144,0.56947,0.00038375,0.00038375,0.00038375
72,679.041,0.17954,0.35566,0.91606,0.90999,0.9952,0.98722,0.9863,0.1487,0.21061,0.5669,0.000371375,0.000371375,0.000371375
73,688.12,0.17989,0.35526,0.92187,0.93984,0.96387,0.98679,0.98679,0.14875,0.23376,0.56891,0.000359,0.000359,0.000359
74,697.346,0.17199,0.3322,0.91871,0.91056,0.98159,0.9873,0.9873,0.16891,0.23215,0.58145,0.000346625,0.000346625,0.000346625
75,706.511,0.17489,0.34403,0.92706,0.97038,0.95585,0.98837,0.98747,0.13414,0.20662,0.55379,0.00033425,0.00033425,0.00033425
76,715.79,0.17101,0.34247,0.92492,0.94211,0.92877,0.98657,0.98499,0.1441,0.22509,0.56346,0.000321875,0.000321875,0.000321875
77,724.898,0.17771,0.33726,0.93159,0.97372,0.9511,0.99229,0.98778,0.16599,0.18781,0.586,0.0003095,0.0003095,0.0003095
78,734.269,0.17251,0.35917,0.91623,0.98434,0.94319,0.995,0.99423,0.15652,0.17318,0.57416,0.000297125,0.000297125,0.000297125
